#,M,r,rho(r),T(r),M(r),L(r),dL/dr,dLpp/dr,dLcno/dr,dlogP/dlogT,r/R,rho(r)/rhoc,T(r)/Tc,M(r)/M,L(r)/L,kappa,kappaHm,kappaff,kappaes,P,Pdeg,Pgas,Ppho,drho/dr,dT/dr,dM/dr,dL/dr_1
#,g,cm,g/cm^3,K,g,erg/s,erg/s/cm,erg/s/cm,erg/s/cm,cm^2/g,cm^2/g,cm^2/g,cm^2/g,erg/cm^3,erg/cm^3,erg/cm^3,erg/cm^3,g/cm^4,K/cm,g/cm,erg/s/cm,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.338e+33,5.99693e+10,9.82906e-05,16636.3,1.338e+33,2.24985e+32,175.345,175.345,2.1006e-46,2.5,0.996917,1.67857e-06,0.00202008,1,1,190720,241934,900966,0.34,2.20983e+08,2.08273e+06,218900000,193,-6.50938E-13,-7.34501E-05,4.44201E+18,175.345
,1.338e+33,5.99695e+10,9.8158e-05,16621.3,1.338e+33,2.24985e+32,174.245,174.245,2.05777e-46,2.5,0.99692,1.67631e-06,0.00201826,1,1,189492,239821,902954,0.34,2.20486e+08,2.07805e+06,218408000,192,-6.50641E-13,-7.34496E-05,4.43605E+18,174.245
,1.338e+33,5.99697e+10,9.80254e-05,16606.3,1.338e+33,2.24985e+32,173.151,173.151,2.01577e-46,2.5,0.996924,1.67405e-06,0.00201645,1,1,188267,237723,904949,0.34,2.1999e+08,2.07337e+06,217916000,192,-6.50343E-13,-7.34492E-05,4.43009E+18,173.151
,1.338e+33,5.99699e+10,9.78929e-05,16591.4,1.338e+33,2.24985e+32,172.063,172.063,1.97458e-46,2.5,0.996927,1.67178e-06,0.00201463,1,1,187045,235642,906951,0.34,2.19495e+08,2.0687e+06,217426000,191,-6.50046E-13,-7.34487E-05,4.42413E+18,172.063
,1.338e+33,5.99701e+10,9.77604e-05,16576.4,1.338e+33,2.24985e+32,170.98,170.98,1.93419e-46,2.5,0.99693,1.66952e-06,0.00201281,1,1,185825,233577,908960,0.34,2.19e+08,2.06404e+06,216935000,190,-6.49748E-13,-7.34482E-05,4.41817E+18,170.98
,1.338e+33,5.99703e+10,9.76279e-05,16561.4,1.338e+33,2.24985e+32,169.902,169.902,1.89457e-46,2.5,0.996934,1.66726e-06,0.00201099,1,1,184609,231528,910975,0.34,2.18505e+08,2.05938e+06,216446000,190,-6.4945E-13,-7.34477E-05,4.41221E+18,169.902
,1.338e+33,5.99705e+10,9.74955e-05,16546.4,1.338e+33,2.24985e+32,168.831,168.831,1.85572e-46,2.5,0.996937,1.665e-06,0.00200917,1,1,183395,229494,912997,0.34,2.18011e+08,2.05473e+06,215957000,189,-6.49152E-13,-7.34472E-05,4.40626E+18,168.831
,1.338e+33,5.99707e+10,9.73631e-05,16531.4,1.338e+33,2.24985e+32,167.764,167.764,1.81762e-46,2.5,0.996941,1.66273e-06,0.00200735,1,1,182184,227475,915026,0.34,2.17518e+08,2.05008e+06,215468000,188,-6.48853E-13,-7.34467E-05,4.4003E+18,167.764
,1.338e+33,5.99709e+10,9.72306e-05,16516.4,1.338e+33,2.24985e+32,166.703,166.703,1.78025e-46,2.5,0.996944,1.66047e-06,0.00200553,1,1,180976,225471,917063,0.34,2.17025e+08,2.04543e+06,214980000,188,-6.48554E-13,-7.34462E-05,4.39435E+18,166.703
,1.338e+33,5.99711e+10,9.70982e-05,16501.4,1.338e+33,2.24985e+32,165.647,165.647,1.7436e-46,2.5,0.996947,1.65821e-06,0.00200371,1,1,179771,223482,919107,0.34,2.16533e+08,2.04079e+06,214492000,187,-6.48255E-13,-7.34457E-05,4.38839E+18,165.647
,1.338e+33,5.99713e+10,9.69657e-05,16486.4,1.338e+33,2.24985e+32,164.596,164.596,1.70766e-46,2.5,0.996951,1.65595e-06,0.00200189,1,1,178568,221508,921158,0.34,2.16041e+08,2.03615e+06,214004000,186,-6.47956E-13,-7.34452E-05,4.38243E+18,164.596
,1.338e+33,5.99715e+10,9.68333e-05,16471.4,1.338e+33,2.24985e+32,163.551,163.551,1.6724e-46,2.5,0.996954,1.65369e-06,0.00200006,1,1,177369,219549,923217,0.34,2.15549e+08,2.03152e+06,213517000,186,-6.47657E-13,-7.34447E-05,4.37648E+18,163.551
,1.338e+33,5.99717e+10,9.67008e-05,16456.4,1.338e+33,2.24985e+32,162.51,162.51,1.63781e-46,2.5,0.996958,1.65142e-06,0.00199824,1,1,176172,217603,925284,0.34,2.15058e+08,2.02689e+06,213031000,185,-6.47357E-13,-7.34442E-05,4.37052E+18,162.51
,1.338e+33,5.99719e+10,9.65682e-05,16441.3,1.338e+33,2.24985e+32,161.475,161.475,1.60389e-46,2.5,0.996961,1.64916e-06,0.00199641,1,1,174978,215672,927359,0.34,2.14567e+08,2.02226e+06,212544000,184,-6.47056E-13,-7.34437E-05,4.36456E+18,161.475
,1.338e+33,5.99721e+10,9.64357e-05,16426.3,1.338e+33,2.24985e+32,160.444,160.444,1.57061e-46,2.5,0.996964,1.6469e-06,0.00199459,1,1,173787,213755,929442,0.34,2.14076e+08,2.01763e+06,212058000,184,-6.46756E-13,-7.34431E-05,4.3586E+18,160.444
,1.338e+33,5.99723e+10,9.63031e-05,16411.2,1.338e+33,2.24985e+32,159.418,159.418,1.53797e-46,2.5,0.996968,1.64463e-06,0.00199276,1,1,172599,211852,931534,0.34,2.13586e+08,2.01301e+06,211572000,183,-6.46455E-13,-7.34426E-05,4.35263E+18,159.418
,1.338e+33,5.99726e+10,9.61704e-05,16396.2,1.338e+33,2.24985e+32,158.397,158.397,1.50595e-46,2.5,0.996971,1.64237e-06,0.00199093,1,1,171413,209962,933633,0.34,2.13095e+08,2.00839e+06,211087000,182,-6.46153E-13,-7.34421E-05,4.34667E+18,158.397
,1.338e+33,5.99728e+10,9.60377e-05,16381.1,1.338e+33,2.24985e+32,157.38,157.38,1.47455e-46,2.5,0.996975,1.6401e-06,0.0019891,1,1,170231,208086,935742,0.34,2.12606e+08,2.00378e+06,210602000,182,-6.45851E-13,-7.34416E-05,4.3407E+18,157.38
,1.338e+33,5.9973e+10,9.59049e-05,16366,1.338e+33,2.24985e+32,156.369,156.369,1.44374e-46,2.5,0.996978,1.63783e-06,0.00198726,1,1,169051,206223,937859,0.34,2.12116e+08,1.99916e+06,210117000,181,-6.45549E-13,-7.34411E-05,4.33473E+18,156.369
,1.338e+33,5.99732e+10,9.57721e-05,16350.9,1.338e+33,2.24985e+32,155.361,155.361,1.41351e-46,2.5,0.996981,1.63556e-06,0.00198543,1,1,167873,204373,939985,0.34,2.11626e+08,1.99455e+06,209632000,180,-6.45247E-13,-7.34406E-05,4.32875E+18,155.361
,1.338e+33,5.99734e+10,9.56391e-05,16335.7,1.338e+33,2.24985e+32,154.359,154.359,1.38387e-46,2.5,0.996985,1.63329e-06,0.00198359,1,1,166699,202536,942120,0.34,2.11137e+08,1.98993e+06,209147000,180,-6.44943E-13,-7.34401E-05,4.32277E+18,154.359
,1.338e+33,5.99736e+10,9.55061e-05,16320.6,1.338e+33,2.24985e+32,153.36,153.36,1.35478e-46,2.5,0.996988,1.63102e-06,0.00198175,1,1,165528,200712,944264,0.34,2.10648e+08,1.98532e+06,208662000,179,-6.4464E-13,-7.34396E-05,4.31679E+18,153.36
,1.338e+33,5.99738e+10,9.5373e-05,16305.4,1.338e+33,2.24985e+32,152.367,152.367,1.32625e-46,2.5,0.996992,1.62875e-06,0.00197991,1,1,164359,198901,946417,0.34,2.10159e+08,1.98071e+06,208178000,178,-6.44336E-13,-7.34391E-05,4.3108E+18,152.367
,1.338e+33,5.9974e+10,9.52398e-05,16290.2,1.338e+33,2.24985e+32,151.377,151.377,1.29826e-46,2.5,0.996995,1.62647e-06,0.00197806,1,1,163193,197102,948580,0.34,2.0967e+08,1.97611e+06,207694000,178,-6.44031E-13,-7.34386E-05,4.30481E+18,151.377
,1.338e+33,5.99742e+10,9.51065e-05,16275,1.338e+33,2.24985e+32,150.392,150.392,1.2708e-46,2.5,0.996999,1.6242e-06,0.00197622,1,1,162029,195316,950753,0.34,2.09181e+08,1.9715e+06,207209000,177,-6.43726E-13,-7.34381E-05,4.29882E+18,150.392
,1.338e+33,5.99744e+10,9.49731e-05,16259.8,1.338e+33,2.24985e+32,149.411,149.411,1.24386e-46,2.5,0.997002,1.62192e-06,0.00197437,1,1,160869,193541,952935,0.34,2.08692e+08,1.96689e+06,206725000,176,-6.43421E-13,-7.34376E-05,4.29282E+18,149.411
,1.338e+33,5.99746e+10,9.48395e-05,16244.5,1.338e+33,2.24985e+32,148.434,148.434,1.21744e-46,2.5,0.997006,1.61964e-06,0.00197252,1,1,159711,191779,955128,0.34,2.08203e+08,1.96228e+06,206241000,176,-6.43115E-13,-7.34371E-05,4.28681E+18,148.434
,1.338e+33,5.99748e+10,9.47059e-05,16229.3,1.338e+33,2.24985e+32,147.461,147.461,1.19152e-46,2.5,0.997009,1.61736e-06,0.00197066,1,1,158556,190030,957330,0.34,2.07714e+08,1.95768e+06,205757000,175,-6.42808E-13,-7.34366E-05,4.2808E+18,147.461
,1.338e+33,5.9975e+10,9.45721e-05,16214,1.338e+33,2.24985e+32,146.493,146.493,1.16608e-46,2.5,0.997012,1.61507e-06,0.00196881,1,1,157404,188291,959543,0.34,2.07226e+08,1.95307e+06,205272000,174,-6.42501E-13,-7.34361E-05,4.27478E+18,146.493
,1.338e+33,5.99752e+10,9.44382e-05,16198.7,1.338e+33,2.24985e+32,145.528,145.528,1.14114e-46,2.5,0.997016,1.61278e-06,0.00196695,1,1,156254,186565,961767,0.34,2.06737e+08,1.94846e+06,204788000,174,-6.42193E-13,-7.34356E-05,4.26876E+18,145.528
,1.338e+33,5.99755e+10,9.43041e-05,16183.3,1.338e+33,2.24985e+32,144.568,144.568,1.11666e-46,2.5,0.997019,1.61049e-06,0.00196509,1,1,155108,184850,964001,0.34,2.06248e+08,1.94385e+06,204304000,173,-6.41884E-13,-0.000073435,4.26273E+18,144.568
,1.338e+33,5.99757e+10,9.41699e-05,16168,1.338e+33,2.24985e+32,143.611,143.611,1.09265e-46,2.5,0.997023,1.6082e-06,0.00196322,1,1,153964,183147,966246,0.34,2.05759e+08,1.93925e+06,203819000,172,-6.41575E-13,-7.34345E-05,4.25669E+18,143.611
,1.338e+33,5.99759e+10,9.40355e-05,16152.6,1.338e+33,2.24985e+32,142.658,142.658,1.06909e-46,2.5,0.997026,1.60591e-06,0.00196135,1,1,152822,181455,968502,0.34,2.0527e+08,1.93464e+06,203335000,172,-6.41265E-13,-0.000073434,4.25065E+18,142.658
,1.338e+33,5.99761e+10,9.3901e-05,16137.2,1.338e+33,2.24985e+32,141.709,141.709,1.04599e-46,2.5,0.99703,1.60361e-06,0.00195948,1,1,151684,179774,970770,0.34,2.0478e+08,1.93002e+06,202850000,171,-6.40955E-13,-7.34335E-05,4.24459E+18,141.709
,1.338e+33,5.99763e+10,9.37663e-05,16121.8,1.338e+33,2.24985e+32,140.764,140.764,1.02332e-46,2.5,0.997033,1.60131e-06,0.00195761,1,1,150548,178104,973049,0.34,2.04291e+08,1.92541e+06,202366000,170,-6.40644E-13,-0.000073433,4.23853E+18,140.764
,1.338e+33,5.99765e+10,9.36314e-05,16106.3,1.338e+33,2.24985e+32,139.822,139.822,1.00108e-46,2.5,0.997037,1.59901e-06,0.00195573,1,1,149415,176445,975340,0.34,2.03802e+08,1.9208e+06,201881000,170,-6.40332E-13,-7.34325E-05,4.23247E+18,139.822
,1.338e+33,5.99767e+10,9.34963e-05,16090.8,1.338e+33,2.24985e+32,138.884,138.884,9.79265e-47,2.5,0.99704,1.5967e-06,0.00195385,1,1,148285,174797,977642,0.34,2.03312e+08,1.91618e+06,201395000,169,-6.40019E-13,-0.000073432,4.22639E+18,138.884
,1.338e+33,5.99769e+10,9.3361e-05,16075.3,1.338e+33,2.24985e+32,137.95,137.95,9.57864e-47,2.5,0.997044,1.59439e-06,0.00195196,1,1,147157,173160,979957,0.34,2.02822e+08,1.91156e+06,200910000,168,-6.39706E-13,-7.34314E-05,4.22031E+18,137.95
,1.338e+33,5.99771e+10,9.32256e-05,16059.7,1.338e+33,2.24985e+32,137.02,137.02,9.36871e-47,2.5,0.997047,1.59208e-06,0.00195007,1,1,146032,171533,982284,0.34,2.02331e+08,1.90694e+06,200424000,168,-6.39392E-13,-7.34309E-05,4.21421E+18,137.02
,1.338e+33,5.99773e+10,9.30899e-05,16044.1,1.338e+33,2.24985e+32,136.092,136.092,9.16277e-47,2.5,0.997051,1.58976e-06,0.00194818,1,1,144910,169917,984623,0.34,2.01841e+08,1.90232e+06,199938000,167,-6.39077E-13,-7.34304E-05,4.20811E+18,136.092
,1.338e+33,5.99776e+10,9.2954e-05,16028.5,1.338e+33,2.24985e+32,135.169,135.169,8.96075e-47,2.5,0.997054,1.58744e-06,0.00194629,1,1,143790,168311,986975,0.34,2.0135e+08,1.89769e+06,199452000,166,-6.38761E-13,-7.34299E-05,4.202E+18,135.169
,1.338e+33,5.99778e+10,9.28179e-05,16012.9,1.338e+33,2.24985e+32,134.249,134.249,8.76258e-47,2.5,0.997058,1.58511e-06,0.00194438,1,1,142674,166716,989340,0.34,2.00859e+08,1.89307e+06,198966000,166,-6.38445E-13,-7.34294E-05,4.19587E+18,134.249
,1.338e+33,5.9978e+10,9.26816e-05,15997.2,1.338e+33,2.24985e+32,133.332,133.332,8.56818e-47,2.5,0.997062,1.58279e-06,0.00194248,1,1,141560,165131,991718,0.34,2.00368e+08,1.88843e+06,198479000,165,-6.38128E-13,-7.34288E-05,4.18974E+18,133.332
,1.338e+33,5.99782e+10,9.2545e-05,15981.5,1.338e+33,2.24985e+32,132.418,132.418,8.3775e-47,2.5,0.997065,1.58045e-06,0.00194057,1,1,140448,163555,994110,0.34,1.99876e+08,1.8838e+06,197992000,165,-6.37809E-13,-7.34283E-05,4.18359E+18,132.418
,1.338e+33,5.99784e+10,9.24082e-05,15965.7,1.338e+33,2.24985e+32,131.508,131.508,8.19046e-47,2.5,0.997069,1.57812e-06,0.00193866,1,1,139339,161990,996515,0.34,1.99383e+08,1.87916e+06,197504000,164,-6.3749E-13,-7.34278E-05,4.17744E+18,131.508
,1.338e+33,5.99786e+10,9.22711e-05,15949.9,1.338e+33,2.24985e+32,130.601,130.601,8.00699e-47,2.5,0.997072,1.57578e-06,0.00193674,1,1,138233,160434,998934,0.34,1.98891e+08,1.87451e+06,197016000,163,-6.3717E-13,-7.34273E-05,4.17127E+18,130.601
,1.338e+33,5.99788e+10,9.21338e-05,15934.1,1.338e+33,2.24985e+32,129.698,129.698,7.82702e-47,2.5,0.997076,1.57343e-06,0.00193482,1,1,137130,158889,1.00137e+06,0.34,1.98398e+08,1.86987e+06,196528000,163,-6.3685E-13,-7.34267E-05,4.16509E+18,129.698
,1.338e+33,5.99791e+10,9.19962e-05,15918.2,1.338e+33,2.24985e+32,128.797,128.797,7.65051e-47,2.5,0.997079,1.57108e-06,0.00193289,1,1,136029,157353,1.00381e+06,0.34,1.97904e+08,1.86522e+06,196039000,162,-6.36528E-13,-7.34262E-05,4.1589E+18,128.797
,1.338e+33,5.99793e+10,9.18583e-05,15902.3,1.338e+33,2.24985e+32,127.9,127.9,7.47737e-47,2.5,0.997083,1.56873e-06,0.00193096,1,1,134931,155826,1.00628e+06,0.34,1.9741e+08,1.86056e+06,195549000,161,-6.36205E-13,-7.34257E-05,4.1527E+18,127.9
,1.338e+33,5.99795e+10,9.17201e-05,15886.4,1.338e+33,2.24985e+32,127.005,127.005,7.30755e-47,2.5,0.997087,1.56637e-06,0.00192902,1,1,133836,154309,1.00875e+06,0.34,1.96915e+08,1.8559e+06,195059000,161,-6.35881E-13,-7.34251E-05,4.14648E+18,127.005
,1.338e+33,5.99797e+10,9.15817e-05,15870.4,1.338e+33,2.24985e+32,126.114,126.114,7.14099e-47,2.5,0.99709,1.564e-06,0.00192708,1,1,132743,152801,1.01125e+06,0.34,1.9642e+08,1.85123e+06,194569000,160,-6.35557E-13,-7.34246E-05,4.14026E+18,126.114
,1.338e+33,5.99799e+10,9.14429e-05,15854.3,1.338e+33,2.24985e+32,125.226,125.226,6.97764e-47,2.5,0.997094,1.56163e-06,0.00192513,1,1,131653,151302,1.01375e+06,0.34,1.95924e+08,1.84656e+06,194078000,159,-6.35231E-13,-7.34241E-05,4.13401E+18,125.226
,1.338e+33,5.99802e+10,9.13038e-05,15838.2,1.338e+33,2.24985e+32,124.34,124.34,6.81742e-47,2.5,0.997098,1.55926e-06,0.00192318,1,1,130566,149813,1.01628e+06,0.34,1.95428e+08,1.84188e+06,193586000,159,-6.34904E-13,-7.34235E-05,4.12776E+18,124.34
,1.338e+33,5.99804e+10,9.11644e-05,15822.1,1.338e+33,2.24985e+32,123.458,123.458,6.66029e-47,2.5,0.997101,1.55688e-06,0.00192122,1,1,129481,148332,1.01882e+06,0.34,1.94931e+08,1.83719e+06,193094000,158,-6.34576E-13,-0.000073423,4.12148E+18,123.458
,1.338e+33,5.99806e+10,9.10247e-05,15806,1.338e+33,2.24985e+32,122.578,122.578,6.50618e-47,2.5,0.997105,1.55449e-06,0.00191926,1,1,128399,146861,1.02137e+06,0.34,1.94433e+08,1.8325e+06,192601000,157,-6.34247E-13,-7.34225E-05,4.1152E+18,122.578
,1.338e+33,5.99808e+10,9.08846e-05,15789.7,1.338e+33,2.24985e+32,121.701,121.701,6.35505e-47,2.5,0.997109,1.5521e-06,0.00191729,1,1,127319,145398,1.02394e+06,0.34,1.93935e+08,1.82781e+06,192107000,157,-6.33917E-13,-7.34219E-05,4.10889E+18,121.701
,1.338e+33,5.9981e+10,9.07442e-05,15773.5,1.338e+33,2.24985e+32,120.827,120.827,6.20684e-47,2.5,0.997112,1.5497e-06,0.00191532,1,1,126242,143944,1.02653e+06,0.34,1.93436e+08,1.8231e+06,191612000,156,-6.33586E-13,-7.34214E-05,4.10258E+18,120.827
,1.338e+33,5.99813e+10,9.06034e-05,15757.1,1.338e+33,2.24985e+32,119.956,119.956,6.0615e-47,2.5,0.997116,1.5473e-06,0.00191333,1,1,125168,142499,1.02914e+06,0.34,1.92936e+08,1.81839e+06,191117000,155,-6.33253E-13,-7.34208E-05,4.09624E+18,119.956
,1.338e+33,5.99815e+10,9.04623e-05,15740.8,1.338e+33,2.24985e+32,119.087,119.087,5.91897e-47,2.5,0.99712,1.54489e-06,0.00191135,1,1,124096,141062,1.03176e+06,0.34,1.92435e+08,1.81367e+06,190621000,155,-6.32919E-13,-7.34203E-05,4.08989E+18,119.087
,1.338e+33,5.99817e+10,9.03208e-05,15724.4,1.338e+33,2.24985e+32,118.221,118.221,5.77921e-47,2.5,0.997123,1.54247e-06,0.00190935,1,1,123026,139634,1.03441e+06,0.34,1.91934e+08,1.80895e+06,190125000,154,-6.32584E-13,-7.34197E-05,4.08352E+18,118.221
,1.338e+33,5.99819e+10,9.01789e-05,15707.9,1.338e+33,2.24985e+32,117.357,117.357,5.64217e-47,2.5,0.997127,1.54004e-06,0.00190735,1,1,121960,138214,1.03707e+06,0.34,1.91431e+08,1.80421e+06,189627000,154,-6.32248E-13,-7.34192E-05,4.07714E+18,117.357
,1.338e+33,5.99822e+10,9.00365e-05,15691.4,1.338e+33,2.24985e+32,116.496,116.496,5.50778e-47,2.5,0.997131,1.53761e-06,0.00190534,1,1,120895,136802,1.03975e+06,0.34,1.90928e+08,1.79947e+06,189128000,153,-6.31911E-13,-7.34186E-05,4.07073E+18,116.496
,1.338e+33,5.99824e+10,8.98938e-05,15674.8,1.338e+33,2.24985e+32,115.638,115.638,5.37602e-47,2.5,0.997135,1.53518e-06,0.00190333,1,1,119834,135398,1.04244e+06,0.34,1.90424e+08,1.79472e+06,188629000,152,-6.31572E-13,-7.34181E-05,4.06431E+18,115.638
,1.338e+33,5.99826e+10,8.97506e-05,15658.1,1.338e+33,2.24985e+32,114.782,114.782,5.24683e-47,2.5,0.997138,1.53273e-06,0.00190131,1,1,118775,134003,1.04516e+06,0.34,1.89919e+08,1.78995e+06,188129000,152,-6.31232E-13,-7.34175E-05,4.05787E+18,114.782
,1.338e+33,5.99828e+10,8.9607e-05,15641.4,1.338e+33,2.24985e+32,113.928,113.928,5.12016e-47,2.5,0.997142,1.53028e-06,0.00189928,1,1,117718,132616,1.0479e+06,0.34,1.89412e+08,1.78518e+06,187627000,151,-6.3089E-13,-0.000073417,4.05141E+18,113.928
,1.338e+33,5.99831e+10,8.9463e-05,15624.6,1.338e+33,2.24985e+32,113.077,113.077,4.99597e-47,2.5,0.997146,1.52782e-06,0.00189724,1,1,116664,131236,1.05065e+06,0.34,1.88905e+08,1.7804e+06,187125000,150,-6.30547E-13,-7.34164E-05,4.04493E+18,113.077
,1.338e+33,5.99833e+10,8.93185e-05,15607.8,1.338e+33,2.24985e+32,112.228,112.228,4.87421e-47,2.5,0.99715,1.52535e-06,0.0018952,1,1,115612,129864,1.05343e+06,0.34,1.88397e+08,1.77561e+06,186621000,150,-6.30202E-13,-7.34159E-05,4.03842E+18,112.228
,1.338e+33,5.99835e+10,8.91735e-05,15590.9,1.338e+33,2.24985e+32,111.381,111.381,4.75484e-47,2.5,0.997154,1.52288e-06,0.00189315,1,1,114562,128500,1.05623e+06,0.34,1.87888e+08,1.77081e+06,186117000,149,-6.29856E-13,-7.34153E-05,4.0319E+18,111.381
,1.338e+33,5.99838e+10,8.9028e-05,15574,1.338e+33,2.24985e+32,110.537,110.537,4.63782e-47,2.5,0.997157,1.52039e-06,0.00189109,1,1,113515,127143,1.05905e+06,0.34,1.87377e+08,1.766e+06,185611000,148,-6.29509E-13,-7.34147E-05,4.02535E+18,110.537
,1.338e+33,5.9984e+10,8.8882e-05,15556.9,1.338e+33,2.24985e+32,109.694,109.694,4.52311e-47,2.5,0.997161,1.5179e-06,0.00188902,1,1,112471,125794,1.06189e+06,0.34,1.86865e+08,1.76118e+06,185104000,148,-6.2916E-13,-7.34142E-05,4.01878E+18,109.694
,1.338e+33,5.99842e+10,8.87355e-05,15539.8,1.338e+33,2.24985e+32,108.854,108.854,4.41065e-47,2.5,0.997165,1.5154e-06,0.00188695,1,1,111429,124453,1.06476e+06,0.34,1.86352e+08,1.75634e+06,184596000,147,-6.28809E-13,-7.34136E-05,4.01219E+18,108.854
,1.338e+33,5.99844e+10,8.85885e-05,15522.7,1.338e+33,2.24985e+32,108.015,108.015,4.30042e-47,2.5,0.997169,1.51289e-06,0.00188486,1,1,110389,123118,1.06765e+06,0.34,1.85838e+08,1.75149e+06,184086000,146,-6.28457E-13,-0.000073413,4.00557E+18,108.015
,1.338e+33,5.99847e+10,8.84409e-05,15505.4,1.338e+33,2.24985e+32,107.179,107.179,4.19237e-47,2.5,0.997173,1.51036e-06,0.00188277,1,1,109351,121791,1.07056e+06,0.34,1.85322e+08,1.74663e+06,183575000,146,-6.28103E-13,-7.34124E-05,3.99893E+18,107.179
,1.338e+33,5.99849e+10,8.82928e-05,15488.1,1.338e+33,2.24985e+32,106.345,106.345,4.08646e-47,2.5,0.997177,1.50783e-06,0.00188066,1,1,108316,120471,1.07349e+06,0.34,1.84805e+08,1.74176e+06,183063000,145,-6.27747E-13,-7.34119E-05,3.99226E+18,106.345
,1.338e+33,5.99852e+10,8.8144e-05,15470.7,1.338e+33,2.24985e+32,105.512,105.512,3.98266e-47,2.5,0.997181,1.50529e-06,0.00187855,1,1,107283,119158,1.07645e+06,0.34,1.84286e+08,1.73687e+06,182549000,144,-6.27389E-13,-7.34113E-05,3.98557E+18,105.512
,1.338e+33,5.99854e+10,8.79947e-05,15453.2,1.338e+33,2.24985e+32,104.681,104.681,3.88092e-47,2.5,0.997185,1.50274e-06,0.00187643,1,1,106252,117852,1.07944e+06,0.34,1.83766e+08,1.73197e+06,182034000,144,-6.2703E-13,-7.34107E-05,3.97885E+18,104.681
,1.338e+33,5.99856e+10,8.78448e-05,15435.7,1.338e+33,2.24985e+32,103.852,103.852,3.7812e-47,2.5,0.997189,1.50018e-06,0.0018743,1,1,105223,116553,1.08245e+06,0.34,1.83245e+08,1.72705e+06,181518000,143,-6.26668E-13,-7.34101E-05,3.9721E+18,103.852
,1.338e+33,5.99859e+10,8.76942e-05,15418,1.338e+33,2.24985e+32,103.025,103.025,3.68348e-47,2.5,0.997193,1.49761e-06,0.00187215,1,1,104197,115260,1.08549e+06,0.34,1.82721e+08,1.72212e+06,180999000,143,-6.26305E-13,-7.34095E-05,3.96532E+18,103.025
,1.338e+33,5.99861e+10,8.75429e-05,15400.3,1.338e+33,2.24985e+32,102.199,102.199,3.58771e-47,2.5,0.997197,1.49503e-06,0.00187,1,1,103172,113975,1.08855e+06,0.34,1.82197e+08,1.71718e+06,180479000,142,-6.2594E-13,-7.34089E-05,3.95852E+18,102.199
,1.338e+33,5.99864e+10,8.7391e-05,15382.5,1.338e+33,2.24985e+32,101.375,101.375,3.49385e-47,2.5,0.997201,1.49244e-06,0.00186784,1,1,102150,112695,1.09165e+06,0.34,1.8167e+08,1.71221e+06,179958000,141,-6.25572E-13,-7.34084E-05,3.95168E+18,101.375
,1.338e+33,5.99866e+10,8.72384e-05,15364.5,1.338e+33,2.24985e+32,100.552,100.552,3.40188e-47,2.5,0.997205,1.48983e-06,0.00186566,1,1,101129,111422,1.09477e+06,0.34,1.81141e+08,1.70723e+06,179434000,141,-6.25203E-13,-7.34078E-05,3.94481E+18,100.552
,1.338e+33,5.99868e+10,8.70851e-05,15346.5,1.338e+33,2.24985e+32,99.731,99.731,3.31176e-47,2.5,0.997209,1.48721e-06,0.00186347,1,1,100111,110155,1.09792e+06,0.34,1.80611e+08,1.70223e+06,178909000,140,-6.24831E-13,-7.34072E-05,3.93791E+18,99.731
,1.338e+33,5.99871e+10,8.6931e-05,15328.4,1.338e+33,2.24985e+32,98.911,98.911,3.22344e-47,2.5,0.997213,1.48458e-06,0.00186128,1,1,99094.3,108894,1.1011e+06,0.34,1.80079e+08,1.69722e+06,178381000,139,-6.24457E-13,-7.34066E-05,3.93097E+18,98.911
,1.338e+33,5.99873e+10,8.67761e-05,15310.2,1.338e+33,2.24985e+32,98.0923,98.0923,3.13691e-47,2.5,0.997217,1.48193e-06,0.00185906,1,1,98079.5,107640,1.10431e+06,0.34,1.79544e+08,1.69218e+06,177852000,139,-6.24081E-13,-7.34059E-05,3.924E+18,98.0923
,1.338e+33,5.99876e+10,8.66205e-05,15291.9,1.338e+33,2.24985e+32,97.2747,97.2747,3.05213e-47,2.5,0.997221,1.47928e-06,0.00185684,1,1,97066.6,106391,1.10755e+06,0.34,1.79008e+08,1.68712e+06,177321000,138,-6.23703E-13,-7.34053E-05,3.917E+18,97.2747
,1.338e+33,5.99878e+10,8.6464e-05,15273.5,1.338e+33,2.24985e+32,96.4581,96.4581,2.96905e-47,2.5,0.997225,1.4766e-06,0.0018546,1,1,96055.4,105148,1.11083e+06,0.34,1.78469e+08,1.68205e+06,176787000,137,-6.23322E-13,-7.34047E-05,3.90995E+18,96.4581
,1.338e+33,5.99881e+10,8.63067e-05,15254.9,1.338e+33,2.24985e+32,95.6426,95.6426,2.88766e-47,2.5,0.99723,1.47392e-06,0.00185235,1,1,95045.8,103910,1.11414e+06,0.34,1.77929e+08,1.67695e+06,176251000,137,-6.22938E-13,-7.34041E-05,3.90287E+18,95.6426
,1.338e+33,5.99884e+10,8.61484e-05,15236.3,1.338e+33,2.24985e+32,94.8279,94.8279,2.80791e-47,2.5,0.997234,1.47121e-06,0.00185009,1,1,94037.8,102678,1.11748e+06,0.34,1.77385e+08,1.67183e+06,175713000,136,-6.22552E-13,-7.34035E-05,3.89575E+18,94.8279
