#,M,r,rho(r),T(r),M(r),L(r),dL/dr,dLpp/dr,dLcno/dr,dlogP/dlogT,r/R,rho(r)/rhoc,T(r)/Tc,M(r)/M,L(r)/L,kappa,kappaHm,kappaff,kappaes,P,Pdeg,Pgas,Ppho,drho/dr,dT/dr,dM/dr,dL/dr_1
#,g,cm,g/cm^3,K,g,erg/s,erg/s/cm,erg/s/cm,erg/s/cm,cm^2/g,cm^2/g,cm^2/g,cm^2/g,erg/cm^3,erg/cm^3,erg/cm^3,erg/cm^3,g/cm^4,K/cm,g/cm,erg/s/cm,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.338e+33,4.89465e+10,0.0493693,954188,1.33145e+33,2.24985e+32,3.1892e+14,3.1892e+14,3.49561e-06,3.9826,0.813676,0.000843113,0.115864,0.99511,1,49.017,3.64227e+22,49.017,0.34,6.3744e+12,6.6101e+10,6.30621E+12,2090560000,-1.05786E-11,-6.87851E-05,1.48631E+21,3.1892E+14
,1.338e+33,4.89743e+10,0.0490762,952274,1.3315e+33,2.24985e+32,3.12979e+14,3.12979e+14,3.32274e-06,3.97117,0.814138,0.000838107,0.115631,0.995141,1,49.1573,3.56643e+22,49.1573,0.34,6.32372e+12,6.54482e+10,6.2562E+12,2073840000,-1.05155E-11,-6.89082E-05,1.47917E+21,3.12979E+14
,1.338e+33,4.90019e+10,0.0487861,950366,1.33154e+33,2.24985e+32,3.07165e+14,3.07165e+14,3.15865e-06,3.95964,0.814598,0.000833154,0.1154,0.995171,1,49.2986,3.49225e+22,49.2986,0.34,6.27362e+12,6.48047e+10,6.20676E+12,2057270000,-1.0453E-11,-6.90345E-05,1.47208E+21,3.07165E+14
,1.338e+33,4.90295e+10,0.048499,948462,1.33158e+33,2.24985e+32,3.01475e+14,3.01475e+14,3.00286e-06,3.94798,0.815056,0.000828251,0.115168,0.995201,1,49.4411,3.4197e+22,49.4411,0.34,6.22409e+12,6.41704e+10,6.15787E+12,2040840000,-1.0391E-11,-0.000069164,1.46507E+21,3.01475E+14
,1.338e+33,4.90569e+10,0.0482149,946564,1.33162e+33,2.24985e+32,2.95904e+14,2.95904e+14,2.85494e-06,3.93621,0.815512,0.000823398,0.114938,0.995231,1,49.5847,3.34872e+22,49.5847,0.34,6.17511e+12,6.3545e+10,6.10954E+12,2024540000,-1.03295E-11,-6.92968E-05,1.45811E+21,2.95904E+14
,1.338e+33,4.90842e+10,0.0479336,944669,1.33166e+33,2.24985e+32,2.90451e+14,2.90451e+14,2.71446e-06,3.92431,0.815966,0.000818594,0.114708,0.995261,1,49.7295,3.27927e+22,49.7295,0.34,6.12668e+12,6.29283e+10,6.06174E+12,2008380000,-1.02684E-11,-6.94329E-05,1.45122E+21,2.90451E+14
,1.338e+33,4.91114e+10,0.0476551,942779,1.3317e+33,2.24985e+32,2.8511e+14,2.8511e+14,2.58103e-06,3.9123,0.816418,0.000813839,0.114478,0.99529,1,49.8755,3.21131e+22,49.8755,0.34,6.07878e+12,6.23202e+10,6.01446E+12,1992360000,-1.02079E-11,-6.95724E-05,1.44439E+21,2.8511E+14
,1.338e+33,4.91385e+10,0.0473794,940892,1.33174e+33,2.24985e+32,2.7988e+14,2.7988e+14,2.45426e-06,3.90016,0.816869,0.00080913,0.114249,0.99532,1,50.0229,3.1448e+22,50.0229,0.34,6.0314e+12,6.17204e+10,5.9677E+12,1976460000,-1.01478E-11,-6.97154E-05,1.43762E+21,2.7988E+14
,1.338e+33,4.91655e+10,0.0471064,939009,1.33177e+33,2.24985e+32,2.74758e+14,2.74758e+14,2.3338e-06,3.88789,0.817317,0.000804468,0.114021,0.995348,1,50.1715,3.0797e+22,50.1715,0.34,5.98453e+12,6.11288e+10,5.92144E+12,1960680000,-1.00882E-11,-0.000069862,1.43091E+21,2.74758E+14
,1.338e+33,4.91924e+10,0.0468361,937129,1.33181e+33,2.24985e+32,2.69739e+14,2.69739e+14,2.21932e-06,3.8755,0.817764,0.000799851,0.113792,0.995377,1,50.3214,3.01596e+22,50.3214,0.34,5.93816e+12,6.05452e+10,5.87567E+12,1945030000,-1.0029E-11,-7.00121E-05,1.42425E+21,2.69739E+14
,1.338e+33,4.92192e+10,0.0465683,935252,1.33185e+33,2.24985e+32,2.64822e+14,2.64822e+14,2.11051e-06,3.86298,0.818209,0.000795278,0.113564,0.995406,1,50.4728,2.95355e+22,50.4728,0.34,5.89228e+12,5.99694e+10,5.83038E+12,1929490000,-9.97018E-12,-0.000070166,1.41765E+21,2.64822E+14
,1.338e+33,4.92458e+10,0.0463031,933378,1.33189e+33,2.24985e+32,2.60004e+14,2.60004e+14,2.00707e-06,3.85032,0.818653,0.000790749,0.113337,0.995434,1,50.6256,2.89244e+22,50.6256,0.34,5.84687e+12,5.94013e+10,5.78556E+12,1914070000,-9.91181E-12,-7.03237E-05,1.4111E+21,2.60004E+14
,1.338e+33,4.92724e+10,0.0460403,931507,1.33193e+33,2.24985e+32,2.55281e+14,2.55281e+14,1.90871e-06,3.83753,0.819094,0.000786262,0.11311,0.995462,1,50.7798,2.83258e+22,50.7798,0.34,5.80193e+12,5.88406e+10,5.74119E+12,1898770000,-9.85384E-12,-7.04852E-05,1.40461E+21,2.55281E+14
,1.338e+33,4.92989e+10,0.04578,929637,1.33196e+33,2.24985e+32,2.50651e+14,2.50651e+14,1.81517e-06,3.8246,0.819535,0.000781816,0.112882,0.99549,1,50.9356,2.77395e+22,50.9356,0.34,5.75744e+12,5.82871e+10,5.69727E+12,1883570000,-9.79625E-12,-7.06507E-05,1.39817E+21,2.50651E+14
,1.338e+33,4.93253e+10,0.0455221,927769,1.332e+33,2.24985e+32,2.46112e+14,2.46112e+14,1.7262e-06,3.81153,0.819974,0.000777411,0.112656,0.995517,1,51.0929,2.7165e+22,51.0929,0.34,5.7134e+12,5.77408e+10,5.65379E+12,1868480000,-9.73902E-12,-7.08203E-05,1.39178E+21,2.46112E+14
,1.338e+33,4.93517e+10,0.0452665,925902,1.33204e+33,2.24985e+32,2.41661e+14,2.41661e+14,1.64157e-06,3.79832,0.820412,0.000773046,0.112429,0.995544,1,51.2519,2.66021e+22,51.2519,0.34,5.66978e+12,5.72014e+10,5.61073E+12,1853480000,-9.68215E-12,-0.000070994,1.38545E+21,2.41661E+14
,1.338e+33,4.93779e+10,0.0450131,924037,1.33207e+33,2.24985e+32,2.37295e+14,2.37295e+14,1.56104e-06,3.78496,0.820848,0.000768719,0.112202,0.995571,1,51.4126,2.60503e+22,51.4126,0.34,5.62659e+12,5.66688e+10,5.56808E+12,1838590000,-9.62562E-12,-7.11721E-05,1.37916E+21,2.37295E+14
,1.338e+33,4.94041e+10,0.0447619,922172,1.33211e+33,2.24985e+32,2.33013e+14,2.33013e+14,1.48441e-06,3.77145,0.821283,0.000764429,0.111976,0.995598,1,51.575,2.55094e+22,51.575,0.34,5.5838e+12,5.61428e+10,5.52584E+12,1823790000,-9.56941E-12,-7.13545E-05,1.37292E+21,2.33013E+14
,1.338e+33,4.94302e+10,0.0445129,920307,1.33214e+33,2.24985e+32,2.2881e+14,2.2881e+14,1.41147e-06,3.75779,0.821717,0.000760176,0.11175,0.995625,1,51.7393,2.49791e+22,51.7393,0.34,5.54141e+12,5.56231e+10,5.48398E+12,1809080000,-9.51351E-12,-7.15415E-05,1.36672E+21,2.2881E+14
,1.338e+33,4.94562e+10,0.0442659,918442,1.33218e+33,2.24985e+32,2.24686e+14,2.24686e+14,1.34203e-06,3.74397,0.82215,0.000755959,0.111523,0.995652,1,51.9054,2.44591e+22,51.9054,0.34,5.49941e+12,5.51097e+10,5.4425E+12,1794460000,-9.4579E-12,-7.17331E-05,1.36057E+21,2.24686E+14
,1.338e+33,4.94822e+10,0.044021,916576,1.33221e+33,2.24985e+32,2.20638e+14,2.20638e+14,1.27593e-06,3.72999,0.822581,0.000751776,0.111297,0.995678,1,52.0735,2.3949e+22,52.0735,0.34,5.45777e+12,5.46024e+10,5.40139E+12,1779930000,-9.40257E-12,-7.19295E-05,1.35446E+21,2.20638E+14
,1.338e+33,4.95081e+10,0.043778,914709,1.33225e+33,2.24985e+32,2.16663e+14,2.16663e+14,1.21297e-06,3.71584,0.823012,0.000747626,0.11107,0.995704,1,52.2436,2.34485e+22,52.2436,0.34,5.4165e+12,5.4101e+10,5.36064E+12,1765470000,-9.3475E-12,-7.21309E-05,1.3484E+21,2.16663E+14
,1.338e+33,4.9534e+10,0.0435369,912840,1.33228e+33,2.24985e+32,2.1276e+14,2.1276e+14,1.15301e-06,3.70152,0.823442,0.000743508,0.110843,0.99573,1,52.4159,2.29574e+22,52.4159,0.34,5.37558e+12,5.36053e+10,5.32022E+12,1751090000,-9.29267E-12,-7.23374E-05,1.34237E+21,2.1276E+14
,1.338e+33,4.95598e+10,0.0432975,910969,1.33232e+33,2.24985e+32,2.08925e+14,2.08925e+14,1.09589e-06,3.68702,0.823872,0.000739421,0.110616,0.995756,1,52.5903,2.24753e+22,52.5903,0.34,5.33498e+12,5.31151e+10,5.28013E+12,1736770000,-9.23806E-12,-7.25493E-05,1.33639E+21,2.08925E+14
,1.338e+33,4.95856e+10,0.04306,909095,1.33235e+33,2.24985e+32,2.05157e+14,2.05157e+14,1.04146e-06,3.67234,0.8243,0.000735364,0.110388,0.995782,1,52.7671,2.2002e+22,52.7671,0.34,5.29471e+12,5.26303e+10,5.24036E+12,1722530000,-9.18364E-12,-7.27666E-05,1.33044E+21,2.05157E+14
,1.338e+33,4.96114e+10,0.0428241,907218,1.33239e+33,2.24985e+32,2.01453e+14,2.01453e+14,9.89584e-07,3.65747,0.824729,0.000731336,0.11016,0.995807,1,52.9464,2.15371e+22,52.9464,0.34,5.25474e+12,5.21506e+10,5.20088E+12,1708340000,-9.12941E-12,-7.29897E-05,1.32452E+21,2.01453E+14
,1.338e+33,4.96371e+10,0.0425897,905336,1.33242e+33,2.24985e+32,1.97811e+14,1.97811e+14,9.40135e-07,3.6424,0.825157,0.000727334,0.109932,0.995833,1,53.1281,2.10804e+22,53.1281,0.34,5.21507e+12,5.16759e+10,5.1617E+12,1694210000,-9.07534E-12,-7.32187E-05,1.31864E+21,1.97811E+14
,1.338e+33,4.96628e+10,0.0423569,903449,1.33246e+33,2.24985e+32,1.94229e+14,1.94229e+14,8.92986e-07,3.62713,0.825585,0.000723357,0.109703,0.995858,1,53.3126,2.06316e+22,53.3126,0.34,5.17566e+12,5.12059e+10,5.12278E+12,1680130000,-9.02139E-12,-7.34539E-05,1.3128E+21,1.94229E+14
,1.338e+33,4.96886e+10,0.0421255,901555,1.33249e+33,2.24985e+32,1.90705e+14,1.90705e+14,8.48019e-07,3.61164,0.826012,0.000719405,0.109473,0.995883,1,53.4999,2.01904e+22,53.4999,0.34,5.13651e+12,5.07404e+10,5.08411E+12,1666090000,-8.96755E-12,-7.36956E-05,1.30697E+21,1.90705E+14
,1.338e+33,4.97143e+10,0.0418953,899655,1.33252e+33,2.24985e+32,1.87235e+14,1.87235e+14,8.05119e-07,3.59592,0.82644,0.000715474,0.109242,0.995908,1,53.6901,1.97564e+22,53.6901,0.34,5.0976e+12,5.02792e+10,5.04567E+12,1652080000,-8.91378E-12,-0.000073944,1.30118E+21,1.87235E+14
,1.338e+33,4.97401e+10,0.0416663,897746,1.33256e+33,2.24985e+32,1.83818e+14,1.83818e+14,7.64179e-07,3.57997,0.826869,0.000711563,0.10901,0.995933,1,53.8836,1.93293e+22,53.8836,0.34,5.05891e+12,4.9822e+10,5.00744E+12,1638110000,-8.86005E-12,-7.41996E-05,1.29541E+21,1.83818E+14
,1.338e+33,4.97659e+10,0.0414383,895828,1.33259e+33,2.24985e+32,1.8045e+14,1.8045e+14,7.25095e-07,3.56376,0.827298,0.00070767,0.108777,0.995958,1,54.0804,1.89088e+22,54.0804,0.34,5.0204e+12,4.93685e+10,4.96941E+12,1624150000,-8.80633E-12,-7.44627E-05,1.28966E+21,1.8045E+14
,1.338e+33,4.97917e+10,0.0412113,893899,1.33262e+33,2.24985e+32,1.77129e+14,1.77129e+14,6.87768e-07,3.54729,0.827727,0.000703793,0.108543,0.995983,1,54.2809,1.84946e+22,54.2809,0.34,4.98207e+12,4.89185e+10,4.93154E+12,1610210000,-8.75256E-12,-7.47338E-05,1.28393E+21,1.77129E+14
,1.338e+33,4.98177e+10,0.040985,891957,1.33266e+33,2.24985e+32,1.73853e+14,1.73853e+14,6.52102e-07,3.53053,0.828159,0.000699928,0.108307,0.996008,1,54.4852,1.80862e+22,54.4852,0.34,4.94387e+12,4.84716e+10,4.8938E+12,1596260000,-8.69871E-12,-7.50133E-05,1.27821E+21,1.73853E+14
,1.338e+33,4.98437e+10,0.0407592,890000,1.33269e+33,2.24985e+32,1.70617e+14,1.70617e+14,6.18003e-07,3.51347,0.828591,0.000696072,0.10807,0.996033,1,54.6937,1.76833e+22,54.6937,0.34,4.90578e+12,4.80274e+10,4.85617E+12,1582300000,-8.64472E-12,-7.53019E-05,1.2725E+21,1.70617E+14
,1.338e+33,4.98699e+10,0.0405337,888026,1.33272e+33,2.24985e+32,1.67418e+14,1.67418e+14,5.85381e-07,3.49607,0.829026,0.000692222,0.10783,0.996058,1,54.9068,1.72855e+22,54.9068,0.34,4.86775e+12,4.75854e+10,4.81859E+12,1568310000,-8.59052E-12,-7.56002E-05,1.26679E+21,1.67418E+14
,1.338e+33,4.98962e+10,0.0403083,886032,1.33276e+33,2.24985e+32,1.64253e+14,1.64253e+14,5.54147e-07,3.47832,0.829464,0.000688373,0.107588,0.996082,1,55.1249,1.68921e+22,55.1249,0.34,4.82974e+12,4.71452e+10,4.78104E+12,1554270000,-8.53603E-12,-0.000075909,1.26107E+21,1.64253E+14
,1.338e+33,4.99227e+10,0.0400827,884015,1.33279e+33,2.24985e+32,1.61115e+14,1.61115e+14,5.24212e-07,3.46016,0.829905,0.000684518,0.107343,0.996107,1,55.3486,1.65026e+22,55.3486,0.34,4.79169e+12,4.67061e+10,4.74344E+12,1540160000,-8.48117E-12,-7.62294E-05,1.25534E+21,1.61115E+14
,1.338e+33,4.99495e+10,0.0398563,881969,1.33282e+33,2.24985e+32,1.58e+14,1.58e+14,4.95482e-07,3.44155,0.83035,0.000680652,0.107094,0.996132,1,55.5785,1.61164e+22,55.5785,0.34,4.75353e+12,4.62673e+10,4.70573E+12,1525950000,-8.42581E-12,-7.65624E-05,1.24959E+21,1.58E+14
,1.338e+33,4.99766e+10,0.0396286,879889,1.33286e+33,2.24985e+32,1.54901e+14,1.54901e+14,4.67864e-07,3.42244,0.830801,0.000676765,0.106842,0.996158,1,55.8154,1.57324e+22,55.8154,0.34,4.71517e+12,4.58277e+10,4.66783E+12,1511610000,-8.3698E-12,-7.69096E-05,1.24381E+21,1.54901E+14
,1.338e+33,5.00041e+10,0.0393991,877767,1.33289e+33,2.24985e+32,1.51806e+14,1.51806e+14,4.41251e-07,3.40273,0.831258,0.000672844,0.106584,0.996183,1,56.0606,1.53496e+22,56.0606,0.34,4.67648e+12,4.53861e+10,4.62959E+12,1497080000,-8.31293E-12,-7.72731E-05,1.23796E+21,1.51806E+14
,1.338e+33,5.00322e+10,0.0391665,875592,1.33293e+33,2.24985e+32,1.48705e+14,1.48705e+14,4.1552e-07,3.38231,0.831725,0.000668873,0.10632,0.996209,1,56.3156,1.49663e+22,56.3156,0.34,4.63728e+12,4.49404e+10,4.59086E+12,1482300000,-8.25492E-12,-7.76555E-05,1.23204E+21,1.48705E+14
,1.338e+33,5.0061e+10,0.0389294,873348,1.33296e+33,2.24985e+32,1.45577e+14,1.45577e+14,3.90513e-07,3.361,0.832204,0.000664823,0.106048,0.996236,1,56.5827,1.45802e+22,56.5827,0.34,4.59733e+12,4.44879e+10,4.55137E+12,1467160000,-8.19533E-12,-0.000078061,1.22599E+21,1.45577E+14
,1.338e+33,5.00909e+10,0.0386851,871006,1.333e+33,2.24985e+32,1.4239e+14,1.4239e+14,3.66001e-07,3.33852,0.832702,0.000660652,0.105763,0.996263,1,56.8659,1.41874e+22,56.8659,0.34,4.55616e+12,4.40237e+10,4.51069E+12,1451480000,-8.13346E-12,-7.84961E-05,1.21975E+21,1.4239E+14
,1.338e+33,5.01226e+10,0.0384286,868513,1.33304e+33,2.24985e+32,1.39082e+14,1.39082e+14,3.41571e-07,3.31432,0.833228,0.000656272,0.10546,0.996292,1,57.1724,1.37802e+22,57.1724,0.34,4.51293e+12,4.35382e+10,4.46796E+12,1434940000,-8.06792E-12,-0.000078973,1.2132E+21,1.39082E+14
,1.338e+33,5.01578e+10,0.0381461,865726,1.33308e+33,2.24985e+32,1.35484e+14,1.35484e+14,3.16154e-07,3.28691,0.833813,0.000651447,0.105122,0.996324,1,57.5214,1.33379e+22,57.5214,0.34,4.4653e+12,4.30061e+10,4.42087E+12,1416600000,-7.99501E-12,-7.95237E-05,1.20597E+21,1.35484E+14
,1.338e+33,5.01839e+10,0.0379382,863644,1.33311e+33,2.24985e+32,1.32865e+14,1.32865e+14,2.98402e-07,3.26623,0.834246,0.000647895,0.104869,0.996347,1,57.7864,1.30165e+22,57.7864,0.34,4.43022e+12,4.26161e+10,4.3862E+12,1403030000,-7.94083E-12,-7.99471E-05,1.20065E+21,1.32865E+14
,1.338e+33,5.02129e+10,0.037709,861322,1.33314e+33,2.24985e+32,1.30008e+14,1.30008e+14,2.79747e-07,3.2429,0.834728,0.000643982,0.104587,0.996373,1,58.0868,1.26663e+22,58.0868,0.34,4.39156e+12,4.21879e+10,4.34799E+12,1388000000,-7.88058E-12,-8.04324E-05,1.19477E+21,1.30008E+14
,1.338e+33,5.02414e+10,0.0374846,859015,1.33318e+33,2.24985e+32,1.2724e+14,1.2724e+14,2.62362e-07,3.2195,0.835203,0.000640149,0.104307,0.996398,1,58.39,1.23275e+22,58.39,0.34,4.35368e+12,4.17702e+10,4.31053E+12,1373190000,-7.82099E-12,-0.000080928,1.18901E+21,1.2724E+14
,1.338e+33,5.02707e+10,0.0372569,856643,1.33321e+33,2.24985e+32,1.2446e+14,1.2446e+14,2.45589e-07,3.19518,0.835689,0.000636261,0.104019,0.996424,1,58.7071,1.19878e+22,58.7071,0.34,4.31522e+12,4.13483e+10,4.27252E+12,1358080000,-7.75991E-12,-8.14524E-05,1.18317E+21,1.2446E+14
,1.338e+33,5.02977e+10,0.0370482,854438,1.33325e+33,2.24985e+32,1.21939e+14,1.21939e+14,2.30953e-07,3.17236,0.836138,0.000632698,0.103751,0.996448,1,59.0067,1.16801e+22,59.0067,0.34,4.27996e+12,4.0963e+10,4.23765E+12,1344150000,-7.70335E-12,-8.19533E-05,1.1778E+21,1.21939E+14
,1.338e+33,5.03232e+10,0.0368525,852342,1.33328e+33,2.24985e+32,1.19596e+14,1.19596e+14,2.17842e-07,3.15047,0.836562,0.000629355,0.103497,0.996471,1,59.2957,1.13946e+22,59.2957,0.34,4.24686e+12,4.0603e+10,4.20493E+12,1331020000,-7.64975E-12,-8.24418E-05,1.17277E+21,1.19596E+14
,1.338e+33,5.03475e+10,0.0366671,850331,1.3333e+33,2.24985e+32,1.17395e+14,1.17395e+14,2.05953e-07,3.12929,0.836966,0.000626189,0.103253,0.996492,1,59.5772,1.11268e+22,59.5772,0.34,4.21549e+12,4.02631e+10,4.1739E+12,1318500000,-7.59847E-12,-8.29223E-05,1.168E+21,1.17395E+14
,1.338e+33,5.03708e+10,0.0364903,848390,1.33333e+33,2.24985e+32,1.15314e+14,1.15314e+14,1.95081e-07,3.10867,0.837354,0.000623169,0.103017,0.996512,1,59.8529,1.08739e+22,59.8529,0.34,4.18554e+12,3.994e+10,4.14429E+12,1306500000,-7.54905E-12,-8.33974E-05,1.16344E+21,1.15314E+14
,1.338e+33,5.03933e+10,0.0363208,846506,1.33336e+33,2.24985e+32,1.13336e+14,1.13336e+14,1.85075e-07,3.08851,0.837728,0.000620274,0.102788,0.996532,1,60.1241,1.06338e+22,60.1241,0.34,4.15681e+12,3.96313e+10,4.11588E+12,1294930000,-7.50122E-12,-0.000083869,1.15907E+21,1.13336E+14
,1.338e+33,5.04151e+10,0.0361577,844672,1.33338e+33,2.24985e+32,1.11447e+14,1.11447e+14,1.75822e-07,3.06875,0.838091,0.00061749,0.102566,0.996551,1,60.3917,1.04048e+22,60.3917,0.34,4.12915e+12,3.93352e+10,4.08853E+12,1283750000,-7.45473E-12,-8.43385E-05,1.15487E+21,1.11447E+14
,1.338e+33,5.04363e+10,0.0360004,842882,1.33341e+33,2.24985e+32,1.09638e+14,1.09638e+14,1.67232e-07,3.04933,0.838443,0.000614804,0.102348,0.996569,1,60.6563,1.01858e+22,60.6563,0.34,4.10244e+12,3.90504e+10,4.06212E+12,1272900000,-7.40944E-12,-8.48068E-05,1.15081E+21,1.09638E+14
,1.338e+33,5.04569e+10,0.0358484,841132,1.33343e+33,2.24985e+32,1.07901e+14,1.07901e+14,1.59231e-07,3.0302,0.838785,0.000612207,0.102136,0.996587,1,60.9186,9.97586e+21,60.9186,0.34,4.07659e+12,3.87759e+10,4.03656E+12,1262360000,-7.36519E-12,-8.52747E-05,1.14689E+21,1.07901E+14
,1.338e+33,5.0477e+10,0.035701,839416,1.33345e+33,2.24985e+32,1.0623e+14,1.0623e+14,1.51758e-07,3.01133,0.839118,0.000609691,0.101927,0.996604,1,61.1788,9.77409e+21,61.1788,0.34,4.05153e+12,3.85106e+10,4.01177E+12,1252090000,-7.32189E-12,-8.57428E-05,1.14308E+21,1.0623E+14
,1.338e+33,5.04965e+10,0.0355581,837733,1.33348e+33,2.24985e+32,1.04619e+14,1.04619e+14,1.44761e-07,2.99271,0.839444,0.000607249,0.101723,0.99662,1,61.4374,9.57984e+21,61.4374,0.34,4.02719e+12,3.8254e+10,3.98769E+12,1242080000,-7.27944E-12,-8.62116E-05,1.13939E+21,1.04619E+14
,1.338e+33,5.05157e+10,0.0354192,836079,1.3335e+33,2.24985e+32,1.03064e+14,1.03064e+14,1.38198e-07,2.9743,0.839762,0.000604877,0.101522,0.996637,1,61.6946,9.39255e+21,61.6946,0.34,4.00351e+12,3.80053e+10,3.96427E+12,1232300000,-7.23776E-12,-8.66815E-05,1.1358E+21,1.03064E+14
,1.338e+33,5.05344e+10,0.0352841,834452,1.33352e+33,2.24985e+32,1.01561e+14,1.01561e+14,1.32029e-07,2.95609,0.840073,0.00060257,0.101324,0.996653,1,61.9507,9.21171e+21,61.9507,0.34,3.98045e+12,3.7764e+10,3.94147E+12,1222740000,-7.1968E-12,-8.71528E-05,1.1323E+21,1.01561E+14
,1.338e+33,5.05527e+10,0.0351526,832850,1.33354e+33,2.24985e+32,1.00106e+14,1.00106e+14,1.26222e-07,2.93806,0.840378,0.000600324,0.10113,0.996668,1,62.2058,9.0369e+21,62.2058,0.34,3.95798e+12,3.75296e+10,3.91924E+12,1213370000,-7.15648E-12,-0.000087626,1.1289E+21,1.00106E+14
,1.338e+33,5.05707e+10,0.0350244,831272,1.33356e+33,2.24985e+32,9.86962e+13,9.86962e+13,1.20748e-07,2.9202,0.840676,0.000598135,0.100938,0.996683,1,62.4602,8.86773e+21,62.4602,0.34,3.93605e+12,3.73018e+10,3.89754E+12,1204200000,-7.11677E-12,-8.81011E-05,1.12558E+21,9.86962E+13
,1.338e+33,5.05883e+10,0.0348994,829716,1.33358e+33,2.24985e+32,9.73289e+13,9.73289e+13,1.1558e-07,2.9025,0.840969,0.000596,0.100749,0.996698,1,62.714,8.70387e+21,62.714,0.34,3.91464e+12,3.70802e+10,3.87636E+12,1195210000,-7.07761E-12,-8.85785E-05,1.12235E+21,9.73289E+13
,1.338e+33,5.06056e+10,0.0347773,828180,1.3336e+33,2.24985e+32,9.60016e+13,9.60016e+13,1.10695e-07,2.88494,0.841257,0.000593916,0.100563,0.996712,1,62.9673,8.545e+21,62.9673,0.34,3.89371e+12,3.68643e+10,3.85566E+12,1186390000,-7.03897E-12,-8.90583E-05,1.11919E+21,9.60016E+13
,1.338e+33,5.06226e+10,0.0346582,826664,1.33362e+33,2.24985e+32,9.47122e+13,9.47122e+13,1.06073e-07,2.86753,0.841539,0.000591881,0.100379,0.996727,1,63.2203,8.39085e+21,63.2203,0.34,3.87325e+12,3.66541e+10,3.83542E+12,1177730000,-7.00081E-12,-8.95407E-05,1.1161E+21,9.47122E+13
,1.338e+33,5.06392e+10,0.0345417,825167,1.33364e+33,2.24985e+32,9.34587e+13,9.34587e+13,1.01695e-07,2.85025,0.841816,0.000589892,0.100197,0.99674,1,63.473,8.24118e+21,63.473,0.34,3.85323e+12,3.64491e+10,3.81561E+12,1169220000,-6.96311E-12,-9.00259E-05,1.11308E+21,9.34587E+13
,1.338e+33,5.06556e+10,0.0344279,823687,1.33365e+33,2.24985e+32,9.22392e+13,9.22392e+13,9.75445e-08,2.8331,0.842089,0.000587948,0.100017,0.996754,1,63.7256,8.09575e+21,63.7256,0.34,3.83362e+12,3.62491e+10,3.79621E+12,1160850000,-6.92582E-12,-0.000090514,1.11013E+21,9.22392E+13
,1.338e+33,5.06717e+10,0.0343166,822224,1.33367e+33,2.24985e+32,9.10522e+13,9.10522e+13,9.36056e-08,2.81606,0.842357,0.000586047,0.0998398,0.996767,1,63.9781,7.95436e+21,63.9781,0.34,3.81442e+12,3.60539e+10,3.77721E+12,1152630000,-6.88893E-12,-9.10052E-05,1.10725E+21,9.10522E+13
,1.338e+33,5.06876e+10,0.0342076,820777,1.33369e+33,2.24985e+32,8.98959e+13,8.98959e+13,8.98646e-08,2.79914,0.84262,0.000584186,0.0996641,0.996781,1,64.2306,7.81682e+21,64.2306,0.34,3.7956e+12,3.58633e+10,3.7586E+12,1144540000,-6.8524E-12,-9.14995E-05,1.10442E+21,8.98959E+13
,1.338e+33,5.07032e+10,0.0341009,819346,1.33371e+33,2.24985e+32,8.87692e+13,8.87692e+13,8.63087e-08,2.78234,0.84288,0.000582365,0.0994902,0.996793,1,64.4832,7.68294e+21,64.4832,0.34,3.77716e+12,3.56772e+10,3.74034E+12,1136570000,-6.81622E-12,-9.19972E-05,1.10166E+21,8.87692E+13
,1.338e+33,5.07186e+10,0.0339965,817929,1.33372e+33,2.24985e+32,8.76706e+13,8.76706e+13,8.29263e-08,2.76563,0.843135,0.000580581,0.0993181,0.996806,1,64.7359,7.55258e+21,64.7359,0.34,3.75906e+12,3.54952e+10,3.72244E+12,1128730000,-6.78037E-12,-9.24983E-05,1.09895E+21,8.76706E+13
,1.338e+33,5.07337e+10,0.0338942,816525,1.33374e+33,2.24985e+32,8.65989e+13,8.65989e+13,7.97067e-08,2.74903,0.843386,0.000578834,0.0991478,0.996818,1,64.9889,7.42557e+21,64.9889,0.34,3.74131e+12,3.53174e+10,3.70487E+12,1121000000,-6.74481E-12,-9.30029E-05,1.0963E+21,8.65989E+13
,1.338e+33,5.07486e+10,0.033794,815136,1.33376e+33,2.24985e+32,8.55531e+13,8.55531e+13,7.664e-08,2.73253,0.843634,0.000577122,0.098979,0.996831,1,65.2421,7.30178e+21,65.2421,0.34,3.72388e+12,3.51435e+10,3.68762E+12,1113390000,-6.70955E-12,-0.000093511,1.0937E+21,8.55531E+13
,1.338e+33,5.07633e+10,0.0336957,813759,1.33377e+33,2.24985e+32,8.4532e+13,8.4532e+13,7.37171e-08,2.71612,0.843878,0.000575444,0.0988118,0.996843,1,65.4956,7.18107e+21,65.4956,0.34,3.70677e+12,3.49733e+10,3.67069E+12,1105890000,-6.67455E-12,-9.40229E-05,1.09115E+21,8.4532E+13
,1.338e+33,5.07778e+10,0.0335994,812395,1.33379e+33,2.24985e+32,8.35347e+13,8.35347e+13,7.09296e-08,2.69981,0.844119,0.000573799,0.0986462,0.996854,1,65.7494,7.06332e+21,65.7494,0.34,3.68997e+12,3.48068e+10,3.65406E+12,1098490000,-6.6398E-12,-9.45386E-05,1.08865E+21,8.35347E+13
